echo_duration_ms,signal_amplitude,distance_cm,distance_delta,angular_velocity,echo_count,noise_ratio,doppler_shift_hz,object_class,object_name,is_moving
2.995,0.4676,51.7,5.6385,2.0782,2,0.1009,-2.5966,5,Marine Mammal,1
3.894,0.8211,66.48,-28.3283,4.7848,1,0.044,5.5142,2,Submarine,1
5.5255,0.7655,94.45,-67.188,5.5306,1,0.0553,6.5947,2,Submarine,1
3.755,0.5198,64.3,40.2591,0.9783,3,0.1317,0.9164,3,Diver,1
6.887,0.696,117.99,21.266,4.7099,1,0.088,5.734,2,Submarine,1
8.2195,0.312,140.56,90.1916,1.9227,2,0.0897,-2.4435,5,Marine Mammal,1
9.0722,0.6786,155.08,-27.8733,0.0307,1,0.0297,-0.0964,2,Submarine,0
4.4022,0.7658,75.3,-38.1739,2.7255,1,0.0671,-3.6338,2,Submarine,1
6.5769,0.6378,113.22,52.0354,0.0282,1,0.029,-0.0589,2,Submarine,0
7.1994,0.4195,123.37,-5.2137,2.5681,2,0.0648,3.174,5,Marine Mammal,1
7.6526,0.583,131.29,67.0314,4.0106,2,0.084,-4.7104,5,Marine Mammal,1
5.01,0.2082,85.16,7.5222,2.9887,6,0.145,-3.309,0,Fish School,1
7.7612,0.5928,133.06,29.0493,0.0195,1,0.0505,-0.1918,1,Rock/Reef,0
8.5528,0.4371,147.43,79.679,0.0632,1,0.0237,0.1428,1,Rock/Reef,0
6.7899,0.4454,116.51,98.2665,0.6354,4,0.087,-0.5686,3,Diver,1
3.4418,0.5477,59.19,8.457,1.6185,3,0.1251,-2.171,3,Diver,1
1.2547,0.5267,21.58,-16.5853,0.003,8,0.1222,0.0567,4,Debris,0
6.5611,0.4272,112.55,70.7339,2.7309,3,0.079,-3.4414,5,Marine Mammal,1
4.8051,0.3409,82.25,-39.9826,1.7873,3,0.1013,2.0311,3,Diver,1
7.5365,0.3099,129.02,60.261,1.1871,6,0.1327,-1.5643,0,Fish School,1
4.9499,0.6539,84.96,-22.7626,0.0433,1,0.069,-0.0344,1,Rock/Reef,0
6.4389,0.6128,110.77,-48.2346,0.0194,1,0.0328,-0.107,1,Rock/Reef,0
5.9508,0.5613,101.45,-56.7648,0.0129,1,0.06,-0.012,1,Rock/Reef,0
8.5098,0.6607,146.0,-43.5943,0.0205,1,0.0438,0.1077,1,Rock/Reef,0
6.1335,0.7347,105.6,-78.8523,6.2847,1,0.0699,7.7232,2,Submarine,1
10.5462,0.5282,181.15,10.8628,5.2289,1,0.075,6.561,2,Submarine,1
7.3557,0.2557,126.46,-11.4718,0.8264,5,0.1957,0.9237,0,Fish School,1
5.8306,0.4536,99.3,-41.5442,3.384,3,0.0498,-4.2302,5,Marine Mammal,1
3.0449,0.4633,52.54,25.7017,0.0249,4,0.1418,0.0219,3,Diver,0
7.1977,0.4877,123.55,9.5907,0.5095,3,0.1525,-0.2749,3,Diver,1
7.0064,0.2057,120.19,61.1336,0.0222,7,0.1568,0.061,4,Debris,0
7.2406,0.2399,124.52,5.569,1.5085,3,0.1038,-2.1473,3,Diver,1
3.9144,0.796,67.13,16.6674,6.3725,1,0.0426,-7.3414,2,Submarine,1
3.1501,0.8215,53.84,-58.2626,0.0016,1,0.0595,0.2786,1,Rock/Reef,0
3.0737,0.6004,52.36,-114.0289,0.0093,1,0.0524,-0.2143,1,Rock/Reef,0
5.7877,0.515,98.92,20.7044,0.041,3,0.1133,0.0395,5,Marine Mammal,0
8.2925,0.2186,142.74,-3.4399,0.6745,5,0.1416,-1.1636,4,Debris,1
8.714,0.6137,149.48,23.667,1.9421,1,0.0659,-2.6074,2,Submarine,1
1.9789,0.4031,34.06,-111.0058,5.0506,3,0.0967,-6.4144,5,Marine Mammal,1
9.0323,0.2778,155.59,124.1383,0.0081,3,0.0501,-0.2031,5,Marine Mammal,0
5.8157,0.409,100.55,17.0995,0.0073,3,0.0436,-0.0727,5,Marine Mammal,0
3.6269,0.5635,62.66,-119.304,0.0306,1,0.0355,-0.0396,1,Rock/Reef,0
2.4703,0.4162,42.76,-10.1367,0.0095,7,0.084,-0.0714,0,Fish School,0
8.5412,0.1777,146.39,17.792,2.9751,3,0.1898,3.3501,0,Fish School,1
2.6603,0.6384,45.76,-108.4603,1.4866,2,0.1089,1.7554,5,Marine Mammal,1
10.2119,0.4986,175.12,75.6682,0.0399,1,0.0647,-0.0241,1,Rock/Reef,0
4.2,0.3291,71.74,8.0025,0.0277,3,0.1916,0.0985,0,Fish School,0
8.3558,0.3854,143.69,-13.6987,3.5357,3,0.078,3.9644,5,Marine Mammal,1
3.0342,0.82,52.22,-92.3885,0.0361,1,0.0803,-0.0988,2,Submarine,0
8.4526,0.2023,144.81,68.3244,0.0226,4,0.2891,-0.0881,4,Debris,0
7.7922,0.4776,134.02,32.189,3.7444,2,0.123,-4.6927,5,Marine Mammal,1
5.2352,0.4244,90.08,55.2778,0.0606,2,0.1464,-0.0095,3,Diver,0
10.5517,0.3664,180.62,-5.0701,0.0207,1,0.0625,-0.131,1,Rock/Reef,0
10.8092,0.5132,185.78,80.3933,6.8594,1,0.0225,-8.1821,2,Submarine,1
1.9187,0.4536,32.83,-94.0524,1.5337,7,0.1697,-1.8392,0,Fish School,1
8.7521,0.2311,149.92,40.1262,2.9551,3,0.145,-3.4809,0,Fish School,1
2.7294,0.8456,46.38,-112.883,3.9559,1,0.0595,-4.7655,2,Submarine,1
3.4368,0.4459,59.22,-85.4171,1.817,6,0.0857,-2.6616,0,Fish School,1
9.0699,0.1226,154.95,9.5227,0.0232,5,0.126,0.3079,4,Debris,0
6.2704,0.4948,106.98,11.4949,0.0077,2,0.0828,-0.1174,3,Diver,0
6.5681,0.6576,113.5,44.3638,0.0252,1,0.0854,0.0205,2,Submarine,0
9.0607,0.6069,155.4,103.279,5.5836,1,0.0705,7.1818,2,Submarine,1
2.7251,0.5099,46.79,-0.743,0.0045,2,0.0954,-0.171,3,Diver,0
2.4826,0.6057,42.19,-128.2002,1.1529,3,0.0922,-1.7082,5,Marine Mammal,1
0.9778,0.3913,16.95,-89.2638,0.874,4,0.1177,1.2547,3,Diver,1
4.7982,0.7732,82.21,-16.6873,2.5987,1,0.052,-3.3593,2,Submarine,1
7.1735,0.6405,122.52,-5.92,0.006,1,0.0822,-0.1288,2,Submarine,0
3.3131,0.3324,56.66,-79.4826,0.0304,3,0.2556,-0.0709,4,Debris,0
2.4021,0.511,41.34,-70.5967,4.8897,3,0.0508,5.9429,5,Marine Mammal,1
8.2447,0.6619,141.08,81.3686,6.6683,1,0.0582,8.2339,2,Submarine,1
4.5538,0.414,77.98,25.4739,0.0038,2,0.0634,-0.0495,3,Diver,0
4.8561,0.6491,82.76,-64.5159,3.0501,2,0.0806,3.9092,5,Marine Mammal,1
9.6987,0.6053,166.79,91.5532,4.3368,1,0.039,5.1657,2,Submarine,1
5.1039,0.6086,88.16,-43.7987,0.0121,1,0.0264,0.1496,1,Rock/Reef,0
2.7857,0.7662,47.35,4.7136,4.6541,1,0.0881,5.0691,2,Submarine,1
6.2727,0.3207,107.12,60.393,0.0138,3,0.201,-0.2021,4,Debris,0
7.6519,0.6567,130.49,14.496,0.0033,1,0.0685,-0.0494,1,Rock/Reef,0
3.6259,0.3006,61.43,30.4241,0.0296,6,0.1303,0.0325,4,Debris,0
3.718,0.7782,63.52,-70.3015,0.016,1,0.0251,0.0104,1,Rock/Reef,0
8.4649,0.1987,145.8,41.5179,0.6578,6,0.2916,-0.4826,4,Debris,1
2.5165,0.4177,42.3,-7.746,0.0222,3,0.0946,-0.0385,0,Fish School,0
6.3169,0.6473,107.81,-56.0567,0.0281,1,0.0599,-0.1335,1,Rock/Reef,0
4.6701,0.5397,80.31,8.9422,2.0503,3,0.0414,1.8572,5,Marine Mammal,1
8.2024,0.4927,140.48,-40.2206,0.0212,1,0.0669,0.1733,1,Rock/Reef,0
8.4529,0.4377,145.07,56.3091,2.2241,2,0.1107,2.701,5,Marine Mammal,1
6.6062,0.3416,113.9,48.8142,0.0184,8,0.2611,-0.1916,4,Debris,0
3.5322,0.7628,60.35,11.9812,5.8428,1,0.0772,6.7461,2,Submarine,1
11.5101,0.3906,197.28,50.4121,0.0161,1,0.0354,-0.121,1,Rock/Reef,0
4.7051,0.39,80.83,29.1744,0.0096,3,0.1593,0.0544,3,Diver,0
5.5252,0.6542,94.92,43.5855,0.029,1,0.0619,-0.1461,1,Rock/Reef,0
9.3219,0.1427,159.88,48.4507,0.1993,3,0.2946,0.4998,4,Debris,1
9.964,0.5781,171.48,-3.2826,0.0131,1,0.0533,-0.1403,1,Rock/Reef,0
3.1607,0.7982,54.57,-8.0207,6.7618,1,0.0853,-7.7036,2,Submarine,1
7.088,0.1521,122.09,57.5132,0.0067,6,0.1951,-0.0229,4,Debris,0
5.1665,0.4731,88.2,-36.6534,4.1078,3,0.0902,-5.0629,5,Marine Mammal,1
7.8926,0.5757,135.37,77.3561,0.0417,1,0.0343,0.2265,1,Rock/Reef,0
7.1104,0.2724,122.31,-0.6834,2.153,4,0.1187,2.7117,0,Fish School,1
7.188,0.66,123.79,67.877,1.5704,3,0.125,-1.6186,5,Marine Mammal,1
10.5021,0.4133,180.01,99.6406,0.0568,1,0.0213,-0.0358,1,Rock/Reef,0
4.9834,0.1917,85.62,10.9458,0.0093,6,0.2209,-0.1595,4,Debris,0
10.7764,0.5479,184.82,59.8307,0.074,1,0.0217,0.0963,1,Rock/Reef,0
7.8008,0.4694,134.24,4.878,2.2168,3,0.1071,2.8192,5,Marine Mammal,1
6.0351,0.2916,102.36,56.6869,0.0203,4,0.2628,0.1928,4,Debris,0
4.3582,0.2877,74.94,-56.7457,0.0101,6,0.0914,-0.0467,0,Fish School,0
7.6082,0.3376,130.19,73.8577,0.4486,7,0.1582,-0.6736,0,Fish School,1
2.165,0.4148,36.99,-45.8569,0.8811,3,0.2782,0.9676,4,Debris,1
3.9292,0.4636,66.92,30.1831,2.9082,4,0.0999,3.7019,0,Fish School,1
7.9831,0.5389,136.72,-21.4061,4.6566,2,0.0912,-5.2726,5,Marine Mammal,1
2.0588,0.4649,35.64,-34.7582,0.0006,3,0.0945,-0.015,3,Diver,0
8.139,0.3268,139.93,72.7347,4.1147,2,0.0751,-4.8877,5,Marine Mammal,1
8.1346,0.2743,139.98,73.0958,3.0661,5,0.1358,-3.4879,0,Fish School,1
11.5266,0.4423,196.87,2.0793,4.5048,1,0.0712,-5.3899,2,Submarine,1
7.1734,0.4228,123.34,-18.9387,0.3507,4,0.2143,0.5542,4,Debris,1
6.0628,0.5583,104.11,83.1378,0.9488,3,0.1066,-1.2013,3,Diver,1
3.885,0.2646,65.8,-11.0723,2.2426,4,0.181,3.0483,0,Fish School,1
3.5755,0.5637,61.33,-30.7099,0.5722,2,0.1184,-0.5521,3,Diver,1
6.856,0.6569,117.15,-43.2379,0.0142,1,0.0697,-0.0727,2,Submarine,0
2.2634,0.4333,39.0,10.683,0.0123,4,0.1695,0.0108,3,Diver,0
3.6851,0.7693,63.27,-120.871,0.023,1,0.0492,-0.0704,1,Rock/Reef,0
2.0174,0.6155,34.85,-13.141,0.0504,2,0.0963,-0.0747,5,Marine Mammal,0
5.5731,0.4328,96.19,-13.8977,2.7579,3,0.0434,-3.4108,5,Marine Mammal,1
2.481,0.4964,43.35,-33.0609,0.9412,2,0.1543,-0.8929,3,Diver,1
5.5027,0.7099,94.86,-62.9143,0.0145,1,0.0852,0.0598,2,Submarine,0
6.646,0.3246,114.98,37.2866,1.3419,6,0.1721,1.5483,0,Fish School,1
8.4458,0.326,145.1,96.0617,0.0327,5,0.2045,0.1573,4,Debris,0
7.3592,0.4782,126.7,37.6987,0.0046,2,0.1254,0.0689,5,Marine Mammal,0
4.3363,0.4674,73.76,-8.485,1.4712,4,0.1777,1.8123,3,Diver,1
5.0778,0.5584,87.06,37.2263,3.2774,2,0.0594,3.7771,5,Marine Mammal,1
6.7814,0.7209,115.69,42.0898,0.0023,1,0.0527,0.0542,1,Rock/Reef,0
3.7048,0.7887,63.82,11.4351,5.1145,1,0.0523,6.3422,2,Submarine,1
9.8575,0.5361,169.21,40.1778,0.0227,1,0.0444,0.1942,1,Rock/Reef,0
7.825,0.1364,134.27,50.2165,0.5827,8,0.2323,-0.8885,4,Debris,1
4.1488,0.4525,70.85,12.0039,1.2344,4,0.1146,1.336,3,Diver,1
8.1225,0.3226,138.84,99.9828,0.0135,6,0.2448,-0.0159,4,Debris,0
8.7912,0.3606,150.23,78.2288,0.0358,8,0.1325,-0.1256,4,Debris,0
6.102,0.3834,104.94,0.7263,1.1832,2,0.1207,-1.1739,3,Diver,1
10.5657,0.5332,181.24,43.9106,0.0079,1,0.0689,-0.0796,1,Rock/Reef,0
8.6081,0.293,147.49,91.9877,0.7102,6,0.2123,0.9324,4,Debris,1
6.8691,0.5774,117.84,51.3209,0.0042,1,0.0212,-0.1652,1,Rock/Reef,0
8.544,0.3303,146.41,62.4499,1.7732,6,0.191,-2.6711,0,Fish School,1
8.7025,0.6336,149.98,21.9245,4.3382,1,0.0388,4.9626,2,Submarine,1
11.5077,0.5024,197.16,70.4546,5.608,1,0.0223,6.5057,2,Submarine,1
10.8281,0.3884,185.9,12.4927,0.0311,1,0.0217,0.1611,1,Rock/Reef,0
9.3201,0.5506,160.23,76.9437,0.0139,1,0.0501,0.023,1,Rock/Reef,0
2.8621,0.4439,48.74,-11.7302,0.58,3,0.1627,-0.8513,0,Fish School,1
4.8797,0.4224,83.5,-3.3961,2.4591,6,0.1554,3.3648,0,Fish School,1
10.2705,0.5165,175.77,54.6512,2.998,1,0.0332,-4.0437,2,Submarine,1
2.995,0.1808,51.74,-72.2042,0.4539,8,0.1566,-0.967,4,Debris,1
1.7379,0.7197,30.27,-112.4613,3.5829,2,0.0469,4.0561,5,Marine Mammal,1
3.7453,0.2777,63.77,-28.1009,0.0011,5,0.179,0.1237,0,Fish School,0
2.5714,0.4852,43.72,1.0638,0.2129,8,0.222,0.1422,4,Debris,1
9.4639,0.5002,162.28,38.8463,2.1187,2,0.1116,2.9541,5,Marine Mammal,1
3.2724,0.4653,57.02,33.817,0.0294,4,0.0852,0.0735,3,Diver,0
7.4185,0.5561,127.61,-0.4952,0.013,1,0.0556,-0.0201,1,Rock/Reef,0
4.7456,0.3138,80.76,1.3437,0.6307,7,0.1226,-0.6999,4,Debris,1
6.4012,0.6765,110.29,-7.5599,4.6561,1,0.0467,5.2691,2,Submarine,1
2.2134,0.3214,37.79,7.6638,0.9477,7,0.1214,-1.0844,0,Fish School,1
3.7603,0.4326,65.16,39.5637,0.0079,3,0.2353,-0.0803,4,Debris,0
2.9644,0.5103,50.91,-23.0126,2.1504,5,0.199,2.8773,0,Fish School,1
5.4502,0.7322,93.35,-103.8205,0.0206,1,0.0206,-0.0809,1,Rock/Reef,0
7.8978,0.5223,135.52,31.6976,0.0203,1,0.0643,-0.1294,1,Rock/Reef,0
7.426,0.601,126.83,-33.0475,3.7493,1,0.0252,4.2186,2,Submarine,1
7.24,0.4677,123.22,6.3586,3.505,3,0.084,-4.1403,5,Marine Mammal,1
4.7467,0.4334,81.64,32.6377,2.5301,2,0.1078,2.9252,5,Marine Mammal,1
6.9833,0.3012,120.02,57.5374,0.136,5,0.1592,-0.0927,4,Debris,1
7.1437,0.4752,122.82,90.9241,5.0821,2,0.0901,-5.9581,5,Marine Mammal,1
9.2162,0.5423,157.92,110.1128,5.6373,1,0.0385,-6.9947,2,Submarine,1
3.4268,0.1784,58.38,6.3925,0.6909,7,0.2317,-0.7457,4,Debris,1
3.6539,0.2183,62.45,-27.9141,0.0055,5,0.1398,0.0892,4,Debris,0
4.8326,0.4552,83.68,-33.2222,2.0434,2,0.0692,-2.5464,5,Marine Mammal,1
10.0482,0.5789,172.94,4.5273,6.6878,1,0.0204,-7.7163,2,Submarine,1
8.5155,0.6248,146.41,-33.5579,0.0282,1,0.0371,0.0045,1,Rock/Reef,0
4.6385,0.5032,79.74,22.6051,1.5621,2,0.0839,1.659,3,Diver,1
4.7764,0.5706,82.28,28.4462,0.0155,1,0.052,0.0427,1,Rock/Reef,0
5.3962,0.2698,91.43,2.1322,1.417,3,0.0819,-1.6832,0,Fish School,1
4.9443,0.5869,84.38,68.2529,0.0238,4,0.0723,-0.1111,3,Diver,0
7.7061,0.653,132.45,1.9393,6.0923,1,0.0861,7.2689,2,Submarine,1
7.7368,0.2625,133.15,91.6319,2.2226,3,0.1765,2.4612,0,Fish School,1
5.0438,0.3984,86.36,-56.2624,0.0041,6,0.1347,0.0119,4,Debris,0
3.0543,0.2725,52.74,-30.1483,2.2862,5,0.0965,2.9892,0,Fish School,1
8.1248,0.6302,139.06,-21.5025,6.0114,1,0.0618,-7.3905,2,Submarine,1
5.8281,0.5657,99.9,-89.4318,0.0064,1,0.052,0.0265,1,Rock/Reef,0
1.5854,0.1682,28.05,-113.1451,0.2109,4,0.2665,0.3577,4,Debris,1
8.8441,0.4252,152.55,99.2053,0.0069,3,0.1225,-0.0601,5,Marine Mammal,0
3.3422,0.3924,57.47,19.5436,2.0064,3,0.051,2.7358,5,Marine Mammal,1
6.6919,0.167,115.36,-32.1177,0.0146,4,0.1749,0.0275,4,Debris,0
4.8584,0.5234,83.62,-9.5234,1.2072,2,0.0771,1.6436,5,Marine Mammal,1
7.6325,0.601,130.55,70.2561,3.0169,1,0.0419,-3.4594,2,Submarine,1
6.807,0.353,116.65,-43.3371,0.0,8,0.1733,-0.1562,4,Debris,0
11.009,0.5004,188.26,32.8739,1.89,1,0.0433,2.4369,2,Submarine,1
6.2883,0.2685,107.99,-1.5782,1.3891,3,0.0645,1.2557,3,Diver,1
7.6829,0.3367,131.25,95.2126,1.8651,4,0.1773,2.2209,0,Fish School,1
3.9528,0.5863,67.74,-12.7233,3.5099,2,0.053,-4.0263,5,Marine Mammal,1
9.3805,0.5603,161.33,-13.2402,3.0987,1,0.072,-3.7387,2,Submarine,1
2.5788,0.8059,44.6,-76.3534,0.0387,1,0.0722,0.0388,2,Submarine,0
8.2849,0.2835,141.9,60.709,3.0052,7,0.1188,3.6659,0,Fish School,1
1.2601,0.4064,21.68,-6.8883,0.0158,4,0.1346,-0.1072,3,Diver,0
2.4893,0.2681,43.21,-49.1249,0.0194,6,0.2987,0.0089,4,Debris,0
2.2536,0.2402,38.51,-104.0486,0.0013,3,0.2905,-0.0754,4,Debris,0
2.1308,0.382,36.38,-0.6683,0.0225,4,0.0686,0.0732,3,Diver,0
7.6397,0.3478,131.22,-13.7355,0.012,5,0.2827,0.0478,4,Debris,0
7.245,0.6113,123.84,57.6076,3.3808,1,0.0584,-3.9452,2,Submarine,1
8.5242,0.3098,146.24,-28.4735,3.159,2,0.0806,3.6743,5,Marine Mammal,1
6.095,0.6573,104.68,-21.5477,0.0106,1,0.057,0.0469,1,Rock/Reef,0
3.795,0.8442,65.07,-112.9448,6.105,1,0.0828,6.9514,2,Submarine,1
2.9392,0.5159,50.75,-29.3957,0.0207,3,0.0745,-0.0748,3,Diver,0
10.9352,0.4986,187.07,72.5823,0.0446,1,0.024,-0.2235,1,Rock/Reef,0
5.4246,0.7176,92.77,-1.3812,0.0003,1,0.0486,-0.0939,1,Rock/Reef,0
3.97,0.6487,68.26,-90.4661,3.4469,3,0.0677,4.0369,5,Marine Mammal,1
3.003,0.4857,51.93,-21.672,0.2356,8,0.1933,-0.3448,4,Debris,1
4.9109,0.646,83.66,-21.5708,0.0501,1,0.0506,-0.2245,1,Rock/Reef,0
9.2888,0.5915,159.35,59.447,6.2807,1,0.0484,7.0839,2,Submarine,1
7.5137,0.3103,129.01,56.307,2.1598,3,0.1321,3.1354,0,Fish School,1
9.826,0.3898,168.46,35.6267,4.7065,2,0.0721,5.4473,5,Marine Mammal,1
3.2644,0.1491,55.81,-11.337,0.0065,5,0.1591,-0.0884,4,Debris,0
4.2569,0.2533,72.75,-7.5873,0.0338,8,0.125,-0.052,4,Debris,0
8.1589,0.3064,140.67,53.6138,1.5191,6,0.0957,-2.3055,0,Fish School,1
5.4313,0.7331,93.13,-62.6165,4.4173,1,0.0285,5.1953,2,Submarine,1
5.9685,0.617,103.47,36.0183,0.0008,1,0.0549,-0.1181,1,Rock/Reef,0
8.8968,0.4991,151.84,42.8488,4.6714,1,0.0558,-5.6486,2,Submarine,1
3.5222,0.6346,60.08,-22.2408,0.0278,1,0.0631,0.0736,1,Rock/Reef,0
8.2843,0.3285,142.14,51.5483,2.9074,4,0.1005,3.5799,0,Fish School,1
4.4523,0.2948,75.87,-65.3461,1.7537,7,0.1259,2.18,0,Fish School,1
5.2681,0.678,90.56,5.5251,0.022,1,0.0379,-0.0662,1,Rock/Reef,0
9.8949,0.517,170.36,51.5514,0.0434,1,0.0259,0.0655,1,Rock/Reef,0
6.5231,0.3784,111.59,-31.8002,0.7122,5,0.2374,-0.961,4,Debris,1
6.789,0.1958,116.17,10.7048,1.1803,5,0.199,-0.8269,0,Fish School,1
7.0511,0.68,120.5,58.3438,0.0176,1,0.0575,0.1611,1,Rock/Reef,0
8.3207,0.3382,142.38,108.1135,3.9471,3,0.0571,-4.5813,5,Marine Mammal,1
5.4228,0.6948,93.41,22.3128,6.3222,1,0.0887,7.7283,2,Submarine,1
5.2435,0.6781,90.31,-9.5808,0.0166,1,0.0481,0.0595,1,Rock/Reef,0
3.141,0.5414,54.14,15.9786,1.0094,2,0.0822,1.268,3,Diver,1
10.86,0.4599,186.19,39.8057,0.0193,1,0.0394,-0.0813,1,Rock/Reef,0
8.323,0.219,142.74,69.9492,0.1457,3,0.2008,0.347,4,Debris,1
4.4002,0.5129,75.17,-57.594,0.02,2,0.1198,0.2012,5,Marine Mammal,0
6.9102,0.2787,118.61,7.4772,2.6151,3,0.1194,-3.1041,0,Fish School,1
4.1744,0.5926,72.16,-1.4685,0.0165,1,0.0451,0.0536,1,Rock/Reef,0
8.5233,0.3358,146.03,60.3655,5.0164,3,0.121,-5.9909,5,Marine Mammal,1
5.9976,0.5331,102.71,10.1511,1.7431,2,0.1796,2.3913,3,Diver,1
11.0295,0.5419,188.99,20.3669,0.043,1,0.0363,0.1293,1,Rock/Reef,0
3.6088,0.6187,61.8,-25.2101,0.0623,2,0.0957,0.0142,3,Diver,0
6.1207,0.7588,104.66,-53.547,0.0124,1,0.0698,-0.1021,1,Rock/Reef,0
5.4145,0.4148,92.55,42.3285,2.7488,7,0.1375,3.745,0,Fish School,1
8.7923,0.5782,150.93,-47.675,0.0155,1,0.0303,0.1125,1,Rock/Reef,0
4.6203,0.5464,78.72,32.2426,2.0732,3,0.0534,2.4399,5,Marine Mammal,1
9.6254,0.4249,164.84,15.6763,5.0032,2,0.0839,5.9801,5,Marine Mammal,1
5.4562,0.5562,94.81,-0.8521,2.9206,2,0.0585,-3.2526,5,Marine Mammal,1
8.8457,0.542,151.84,36.2445,0.0246,1,0.0335,0.0682,1,Rock/Reef,0
5.2911,0.3265,90.53,-56.7122,0.9722,3,0.1244,-1.5027,0,Fish School,1
7.8508,0.3098,134.24,39.1277,0.6719,3,0.1117,0.9865,0,Fish School,1
6.3551,0.271,109.74,67.2263,0.0272,3,0.2443,-0.1893,4,Debris,0
3.9487,0.1918,67.16,14.4794,0.0135,4,0.1943,-0.0409,4,Debris,0
1.4562,0.2628,24.94,-128.8079,0.0087,8,0.2916,-0.0961,4,Debris,0
2.423,0.5125,40.92,-73.4804,0.0049,6,0.1482,-0.0619,4,Debris,0
4.5485,0.446,77.59,-37.0071,2.8171,4,0.1195,3.4116,0,Fish School,1
9.7585,0.4051,167.03,84.4474,3.0013,3,0.0635,-3.8344,5,Marine Mammal,1
10.6892,0.5144,183.38,99.835,0.0237,1,0.0684,0.1339,1,Rock/Reef,0
6.1393,0.5278,105.2,-68.0433,0.0172,1,0.0414,0.0723,1,Rock/Reef,0
6.387,0.6544,110.28,58.0791,0.0177,1,0.0695,0.1526,1,Rock/Reef,0
2.6675,0.7964,46.23,-69.4699,6.093,1,0.0634,-7.4033,2,Submarine,1
8.5735,0.5156,146.84,36.4936,0.0006,1,0.0482,-0.0442,1,Rock/Reef,0
1.964,0.3749,33.76,-78.2868,0.0297,7,0.1266,0.0943,0,Fish School,0
6.9195,0.5344,119.47,37.0978,4.9494,3,0.0508,-6.1299,5,Marine Mammal,1
10.9699,0.5108,188.24,29.7409,2.9258,1,0.067,-3.4398,2,Submarine,1
4.0469,0.3605,69.35,39.8202,1.039,3,0.0801,-1.1134,3,Diver,1
5.1629,0.5635,88.73,-25.6198,3.4445,2,0.1034,-4.4685,5,Marine Mammal,1
7.4081,0.4379,127.29,87.9659,0.0015,3,0.0903,-0.154,5,Marine Mammal,0
4.8495,0.2332,82.88,32.5209,0.0046,5,0.1458,0.0427,4,Debris,0
4.8241,0.5579,82.44,18.5041,4.3501,3,0.0542,-5.3723,5,Marine Mammal,1
8.7483,0.4562,149.85,41.1123,0.0287,1,0.0526,0.0068,1,Rock/Reef,0
6.5508,0.7076,111.69,31.6322,0.0284,1,0.0385,0.2228,1,Rock/Reef,0
10.0459,0.4672,172.32,47.7001,0.0078,1,0.029,-0.1232,1,Rock/Reef,0
7.6022,0.5933,130.47,44.182,3.5916,1,0.0825,4.5061,2,Submarine,1
6.6492,0.3474,113.61,2.4981,0.015,3,0.1679,0.0532,3,Diver,0
9.179,0.3102,157.58,-2.2823,0.0394,3,0.2233,-0.1453,4,Debris,0
3.2525,0.4698,56.11,-69.3421,1.2705,2,0.1633,-1.2339,3,Diver,1
5.44,0.56,93.08,8.2676,0.4236,3,0.1455,-0.6557,3,Diver,1
4.3456,0.751,73.89,-11.5207,0.0442,1,0.0332,0.2685,1,Rock/Reef,0
6.6611,0.2781,114.12,-21.6521,1.9809,5,0.1703,2.2331,0,Fish School,1
5.4603,0.2324,93.75,52.7102,2.3273,5,0.1277,2.676,0,Fish School,1
10.7774,0.5098,184.98,106.7802,0.0564,1,0.0489,0.047,1,Rock/Reef,0
6.1177,0.4152,105.18,52.3888,0.0224,2,0.129,0.0096,3,Diver,0
4.0745,0.2578,69.78,-26.0605,0.0051,3,0.1382,0.2936,4,Debris,0
7.0391,0.3918,121.74,31.5433,1.0112,4,0.1411,-1.1763,3,Diver,1
9.3035,0.5406,159.26,-33.1865,0.0176,1,0.0556,0.0769,1,Rock/Reef,0
4.2977,0.7651,73.78,-5.3973,0.0055,1,0.0454,-0.1019,1,Rock/Reef,0
10.2435,0.5021,174.84,82.7555,0.0125,1,0.0228,-0.0768,1,Rock/Reef,0
6.9685,0.0913,119.56,74.7981,0.008,7,0.2814,0.1654,4,Debris,0
5.0758,0.4438,87.14,-7.5876,0.0068,3,0.1654,0.1489,3,Diver,0
8.3107,0.4438,142.27,-37.7181,0.0382,1,0.0627,-0.0166,1,Rock/Reef,0
3.3207,0.4324,57.33,7.1802,0.0025,5,0.2603,0.0716,4,Debris,0
7.6883,0.2495,131.4,33.1006,1.5918,6,0.1024,2.2495,0,Fish School,1
4.3513,0.3421,74.24,52.3692,0.0098,4,0.2674,-0.0114,4,Debris,0
3.0227,0.4212,50.98,32.6323,0.0031,2,0.1019,0.0688,3,Diver,0
5.1743,0.2142,89.1,-9.0392,2.1342,5,0.1976,-2.4457,0,Fish School,1
7.0682,0.5357,121.91,57.967,0.0164,1,0.052,0.0059,1,Rock/Reef,0
4.5262,0.4233,77.6,40.6176,2.0299,6,0.122,-2.4279,0,Fish School,1
5.027,0.3449,86.4,23.9132,0.2407,3,0.2448,-0.4151,4,Debris,1
1.9046,0.5618,32.51,-122.0389,5.5014,2,0.1031,-6.3637,5,Marine Mammal,1
6.0408,0.4356,104.61,7.0778,1.0382,6,0.1738,-1.1973,4,Debris,1
7.301,0.3542,125.89,-5.0668,2.8869,7,0.1889,-3.4417,0,Fish School,1
